COMMAND
./sim gshare 12 8 traces/perl_trace.txt 
OUTPUT
number of predictions:		2000000
number of mispredictions:	139361
misprediction rate:		6.97%
FINAL GSHARE CONTENTS
0	7
1	7
2	7
3	7
4	7
5	7
6	0
7	5
8	7
9	5
10	6
11	7
12	7
13	1
14	5
15	6
16	0
17	7
18	7
19	6
20	1
21	5
22	4
23	7
24	7
25	7
26	0
27	0
28	4
29	0
30	0
31	7
32	2
33	2
34	7
35	7
36	0
37	2
38	7
39	7
40	6
41	0
42	6
43	4
44	0
45	5
46	6
47	1
48	5
49	0
50	0
51	0
52	1
53	0
54	0
55	0
56	6
57	0
58	4
59	7
60	4
61	0
62	7
63	0
64	2
65	7
66	0
67	5
68	6
69	7
70	4
71	3
72	4
73	7
74	7
75	7
76	5
77	6
78	5
79	1
80	0
81	7
82	3
83	7
84	3
85	7
86	0
87	4
88	6
89	7
90	0
91	3
92	2
93	0
94	7
95	4
96	7
97	7
98	7
99	7
100	7
101	7
102	4
103	7
104	7
105	7
106	7
107	7
108	1
109	0
110	3
111	0
112	4
113	6
114	7
115	7
116	7
117	3
118	2
119	7
120	5
121	0
122	7
123	4
124	0
125	7
126	7
127	0
128	5
129	7
130	0
131	7
132	7
133	7
134	7
135	7
136	7
137	7
138	7
139	7
140	7
141	5
142	5
143	6
144	7
145	7
146	7
147	7
148	7
149	7
150	7
151	7
152	7
153	7
154	0
155	0
156	7
157	7
158	7
159	3
160	7
161	1
162	6
163	0
164	7
165	7
166	0
167	7
168	7
169	7
170	3
171	7
172	7
173	7
174	7
175	0
176	7
177	3
178	7
179	7
180	7
181	7
182	7
183	7
184	0
185	1
186	7
187	7
188	1
189	6
190	7
191	7
192	0
193	0
194	7
195	7
196	0
197	3
198	4
199	7
200	0
201	0
202	1
203	7
204	4
205	0
206	0
207	3
208	7
209	7
210	7
211	0
212	5
213	7
214	0
215	7
216	7
217	0
218	5
219	7
220	3
221	4
222	7
223	7
224	7
225	7
226	0
227	3
228	4
229	4
230	7
231	0
232	7
233	0
234	0
235	0
236	7
237	1
238	6
239	4
240	4
241	3
242	0
243	7
244	5
245	7
246	3
247	7
248	0
249	3
250	6
251	7
252	2
253	0
254	5
255	0
256	7
257	7
258	0
259	7
260	5
261	3
262	7
263	6
264	0
265	0
266	7
267	0
268	3
269	5
270	6
271	5
272	7
273	7
274	7
275	3
276	7
277	7
278	4
279	7
280	7
281	1
282	3
283	5
284	7
285	6
286	3
287	7
288	6
289	4
290	5
291	4
292	4
293	7
294	6
295	4
296	4
297	4
298	2
299	2
300	3
301	5
302	3
303	6
304	6
305	5
306	6
307	7
308	4
309	3
310	0
311	3
312	7
313	7
314	7
315	7
316	5
317	7
318	6
319	4
320	7
321	4
322	4
323	4
324	4
325	6
326	4
327	7
328	5
329	0
330	6
331	7
332	0
333	7
334	3
335	0
336	7
337	7
338	4
339	2
340	4
341	0
342	2
343	0
344	0
345	4
346	7
347	7
348	5
349	4
350	7
351	0
352	7
353	0
354	0
355	0
356	7
357	7
358	7
359	7
360	7
361	4
362	0
363	3
364	6
365	4
366	6
367	7
368	1
369	7
370	0
371	4
372	7
373	4
374	5
375	7
376	4
377	4
378	4
379	5
380	6
381	6
382	6
383	6
384	0
385	3
386	2
387	3
388	4
389	3
390	0
391	4
392	4
393	4
394	2
395	0
396	4
397	4
398	7
399	4
400	6
401	4
402	0
403	0
404	4
405	7
406	0
407	4
408	7
409	4
410	0
411	4
412	0
413	7
414	0
415	0
416	7
417	4
418	4
419	4
420	3
421	1
422	0
423	3
424	5
425	1
426	0
427	3
428	5
429	0
430	7
431	4
432	2
433	7
434	6
435	7
436	7
437	5
438	0
439	5
440	4
441	4
442	0
443	7
444	3
445	7
446	3
447	1
448	5
449	7
450	7
451	7
452	0
453	0
454	0
455	1
456	5
457	7
458	4
459	6
460	0
461	4
462	7
463	7
464	4
465	0
466	4
467	2
468	5
469	6
470	3
471	0
472	7
473	4
474	7
475	7
476	5
477	5
478	0
479	6
480	7
481	0
482	0
483	7
484	0
485	7
486	1
487	0
488	5
489	4
490	0
491	0
492	5
493	7
494	0
495	0
496	0
497	7
498	0
499	3
500	3
501	6
502	1
503	0
504	1
505	0
506	7
507	2
508	3
509	4
510	3
511	0
512	4
513	5
514	6
515	0
516	7
517	5
518	7
519	4
520	5
521	0
522	4
523	0
524	0
525	6
526	6
527	5
528	0
529	3
530	6
531	6
532	4
533	6
534	3
535	7
536	4
537	4
538	4
539	2
540	7
541	7
542	1
543	4
544	4
545	4
546	4
547	0
548	4
549	6
550	7
551	7
552	5
553	4
554	2
555	3
556	4
557	4
558	5
559	3
560	4
561	5
562	5
563	4
564	0
565	1
566	0
567	0
568	4
569	4
570	2
571	3
572	6
573	3
574	4
575	5
576	6
577	4
578	7
579	5
580	6
581	7
582	4
583	4
584	5
585	4
586	6
587	4
588	5
589	7
590	4
591	6
592	6
593	5
594	3
595	1
596	7
597	6
598	4
599	4
600	5
601	7
602	0
603	6
604	0
605	4
606	7
607	3
608	4
609	7
610	4
611	4
612	4
613	4
614	4
615	5
616	3
617	0
618	3
619	4
620	5
621	5
622	5
623	4
624	4
625	4
626	7
627	4
628	4
629	7
630	3
631	6
632	5
633	4
634	0
635	7
636	0
637	3
638	7
639	7
640	7
641	7
642	5
643	7
644	5
645	3
646	4
647	5
648	3
649	4
650	3
651	1
652	7
653	4
654	5
655	5
656	5
657	0
658	7
659	7
660	0
661	4
662	4
663	2
664	3
665	4
666	4
667	3
668	3
669	5
670	7
671	4
672	7
673	2
674	5
675	5
676	5
677	7
678	6
679	7
680	7
681	0
682	0
683	3
684	4
685	4
686	4
687	5
688	3
689	4
690	7
691	6
692	0
693	3
694	2
695	7
696	7
697	7
698	6
699	5
700	7
701	5
702	4
703	5
704	7
705	3
706	0
707	4
708	2
709	4
710	7
711	2
712	7
713	0
714	7
715	3
716	2
717	0
718	7
719	3
720	7
721	1
722	4
723	5
724	7
725	7
726	7
727	0
728	1
729	4
730	4
731	4
732	0
733	4
734	3
735	6
736	3
737	5
738	4
739	5
740	7
741	0
742	2
743	3
744	3
745	4
746	4
747	4
748	5
749	7
750	0
751	4
752	4
753	5
754	5
755	4
756	5
757	7
758	0
759	6
760	0
761	4
762	5
763	0
764	6
765	0
766	4
767	4
768	4
769	4
770	0
771	4
772	0
773	6
774	4
775	4
776	4
777	0
778	4
779	4
780	4
781	4
782	4
783	4
784	3
785	7
786	4
787	3
788	4
789	4
790	7
791	4
792	4
793	4
794	4
795	4
796	4
797	4
798	4
799	4
800	4
801	0
802	6
803	3
804	4
805	4
806	0
807	4
808	4
809	4
810	0
811	1
812	0
813	3
814	0
815	0
816	3
817	4
818	4
819	4
820	4
821	4
822	0
823	2
824	4
825	3
826	4
827	4
828	3
829	1
830	3
831	3
832	7
833	4
834	4
835	4
836	3
837	4
838	2
839	4
840	4
841	3
842	3
843	4
844	5
845	4
846	4
847	0
848	2
849	4
850	0
851	6
852	4
853	2
854	4
855	4
856	4
857	4
858	4
859	4
860	4
861	3
862	0
863	4
864	0
865	4
866	7
867	4
868	4
869	1
870	2
871	4
872	5
873	2
874	4
875	0
876	6
877	0
878	6
879	4
880	4
881	4
882	4
883	4
884	4
885	4
886	4
887	6
888	4
889	7
890	4
891	4
892	5
893	4
894	5
895	4
896	0
897	7
898	4
899	4
900	4
901	4
902	7
903	4
904	4
905	4
906	4
907	4
908	4
909	4
910	4
911	7
912	4
913	4
914	5
915	3
916	5
917	4
918	4
919	7
920	3
921	4
922	6
923	4
924	4
925	4
926	7
927	4
928	3
929	0
930	7
931	7
932	4
933	4
934	6
935	4
936	4
937	4
938	7
939	3
940	2
941	4
942	0
943	7
944	4
945	0
946	6
947	0
948	0
949	4
950	3
951	4
952	0
953	4
954	3
955	5
956	7
957	3
958	4
959	4
960	4
961	4
962	4
963	7
964	4
965	4
966	4
967	4
968	5
969	4
970	4
971	6
972	4
973	4
974	4
975	3
976	4
977	4
978	1
979	4
980	7
981	4
982	4
983	1
984	1
985	4
986	5
987	4
988	4
989	4
990	7
991	3
992	4
993	4
994	4
995	0
996	4
997	4
998	4
999	4
1000	4
1001	4
1002	7
1003	5
1004	7
1005	5
1006	7
1007	5
1008	4
1009	7
1010	0
1011	3
1012	4
1013	3
1014	1
1015	3
1016	2
1017	4
1018	7
1019	4
1020	4
1021	0
1022	7
1023	4
1024	4
1025	4
1026	3
1027	4
1028	3
1029	2
1030	3
1031	4
1032	4
1033	1
1034	3
1035	5
1036	4
1037	4
1038	0
1039	1
1040	0
1041	0
1042	4
1043	4
1044	4
1045	0
1046	0
1047	4
1048	1
1049	4
1050	3
1051	0
1052	2
1053	2
1054	2
1055	5
1056	6
1057	4
1058	7
1059	0
1060	6
1061	4
1062	0
1063	2
1064	5
1065	0
1066	4
1067	3
1068	4
1069	7
1070	7
1071	7
1072	4
1073	2
1074	7
1075	3
1076	4
1077	4
1078	2
1079	1
1080	4
1081	3
1082	4
1083	4
1084	7
1085	7
1086	3
1087	4
1088	4
1089	5
1090	6
1091	5
1092	4
1093	4
1094	4
1095	6
1096	4
1097	4
1098	2
1099	7
1100	4
1101	7
1102	7
1103	4
1104	4
1105	3
1106	3
1107	4
1108	7
1109	4
1110	6
1111	5
1112	0
1113	0
1114	4
1115	2
1116	4
1117	3
1118	4
1119	7
1120	4
1121	7
1122	4
1123	4
1124	1
1125	0
1126	7
1127	5
1128	4
1129	4
1130	4
1131	7
1132	4
1133	4
1134	4
1135	6
1136	6
1137	4
1138	7
1139	4
1140	6
1141	4
1142	4
1143	4
1144	4
1145	2
1146	5
1147	0
1148	6
1149	4
1150	4
1151	4
1152	5
1153	5
1154	4
1155	4
1156	6
1157	4
1158	2
1159	3
1160	4
1161	3
1162	4
1163	1
1164	0
1165	0
1166	7
1167	0
1168	0
1169	3
1170	4
1171	4
1172	4
1173	3
1174	2
1175	3
1176	0
1177	3
1178	4
1179	1
1180	6
1181	0
1182	0
1183	7
1184	0
1185	0
1186	0
1187	6
1188	5
1189	1
1190	3
1191	0
1192	0
1193	1
1194	5
1195	2
1196	0
1197	2
1198	0
1199	7
1200	0
1201	0
1202	0
1203	6
1204	0
1205	4
1206	1
1207	3
1208	7
1209	3
1210	0
1211	6
1212	0
1213	7
1214	0
1215	7
1216	4
1217	3
1218	0
1219	6
1220	2
1221	0
1222	4
1223	4
1224	4
1225	4
1226	0
1227	0
1228	4
1229	4
1230	3
1231	3
1232	4
1233	3
1234	0
1235	4
1236	0
1237	0
1238	3
1239	4
1240	5
1241	3
1242	1
1243	4
1244	0
1245	2
1246	4
1247	5
1248	4
1249	7
1250	4
1251	4
1252	2
1253	7
1254	4
1255	5
1256	3
1257	6
1258	1
1259	5
1260	0
1261	5
1262	0
1263	0
1264	4
1265	4
1266	2
1267	1
1268	1
1269	6
1270	3
1271	3
1272	7
1273	4
1274	4
1275	0
1276	5
1277	4
1278	7
1279	2
1280	7
1281	0
1282	6
1283	7
1284	7
1285	7
1286	6
1287	0
1288	7
1289	7
1290	7
1291	7
1292	3
1293	0
1294	5
1295	7
1296	7
1297	7
1298	7
1299	0
1300	6
1301	7
1302	0
1303	7
1304	7
1305	7
1306	3
1307	7
1308	6
1309	7
1310	7
1311	7
1312	1
1313	0
1314	0
1315	0
1316	0
1317	7
1318	7
1319	0
1320	7
1321	0
1322	7
1323	7
1324	7
1325	7
1326	0
1327	7
1328	7
1329	7
1330	7
1331	7
1332	7
1333	7
1334	7
1335	7
1336	7
1337	7
1338	7
1339	7
1340	7
1341	7
1342	7
1343	7
1344	5
1345	7
1346	7
1347	7
1348	0
1349	1
1350	5
1351	7
1352	4
1353	7
1354	6
1355	5
1356	6
1357	3
1358	7
1359	7
1360	4
1361	6
1362	0
1363	5
1364	7
1365	0
1366	0
1367	7
1368	5
1369	2
1370	7
1371	3
1372	6
1373	4
1374	5
1375	4
1376	7
1377	7
1378	6
1379	6
1380	5
1381	5
1382	7
1383	0
1384	7
1385	7
1386	7
1387	7
1388	7
1389	7
1390	1
1391	0
1392	0
1393	7
1394	0
1395	0
1396	0
1397	7
1398	3
1399	7
1400	7
1401	7
1402	7
1403	4
1404	7
1405	7
1406	7
1407	7
1408	5
1409	0
1410	1
1411	1
1412	5
1413	4
1414	0
1415	4
1416	4
1417	3
1418	0
1419	0
1420	4
1421	4
1422	3
1423	4
1424	7
1425	4
1426	5
1427	5
1428	4
1429	6
1430	0
1431	0
1432	0
1433	7
1434	5
1435	3
1436	0
1437	4
1438	6
1439	6
1440	0
1441	0
1442	0
1443	0
1444	0
1445	0
1446	0
1447	0
1448	5
1449	4
1450	0
1451	6
1452	0
1453	5
1454	6
1455	0
1456	5
1457	6
1458	1
1459	5
1460	3
1461	5
1462	4
1463	6
1464	6
1465	0
1466	7
1467	0
1468	3
1469	4
1470	4
1471	6
1472	3
1473	7
1474	7
1475	2
1476	4
1477	4
1478	4
1479	5
1480	0
1481	5
1482	6
1483	0
1484	0
1485	6
1486	5
1487	4
1488	4
1489	4
1490	0
1491	4
1492	1
1493	0
1494	6
1495	0
1496	4
1497	7
1498	4
1499	6
1500	7
1501	7
1502	7
1503	7
1504	0
1505	7
1506	0
1507	7
1508	0
1509	0
1510	4
1511	7
1512	4
1513	7
1514	0
1515	2
1516	7
1517	4
1518	7
1519	7
1520	7
1521	4
1522	4
1523	7
1524	1
1525	4
1526	0
1527	3
1528	7
1529	7
1530	7
1531	7
1532	6
1533	7
1534	7
1535	7
1536	7
1537	4
1538	0
1539	7
1540	6
1541	0
1542	7
1543	7
1544	7
1545	7
1546	7
1547	7
1548	0
1549	7
1550	2
1551	7
1552	0
1553	4
1554	7
1555	0
1556	0
1557	4
1558	6
1559	7
1560	7
1561	5
1562	7
1563	7
1564	5
1565	5
1566	0
1567	0
1568	0
1569	6
1570	0
1571	5
1572	7
1573	7
1574	7
1575	2
1576	7
1577	6
1578	1
1579	4
1580	5
1581	7
1582	4
1583	7
1584	7
1585	4
1586	7
1587	4
1588	4
1589	7
1590	7
1591	0
1592	7
1593	5
1594	2
1595	4
1596	0
1597	7
1598	0
1599	7
1600	0
1601	7
1602	1
1603	0
1604	0
1605	1
1606	7
1607	2
1608	7
1609	7
1610	1
1611	6
1612	7
1613	7
1614	7
1615	4
1616	7
1617	6
1618	0
1619	6
1620	0
1621	7
1622	6
1623	7
1624	0
1625	4
1626	0
1627	7
1628	0
1629	0
1630	0
1631	6
1632	7
1633	7
1634	0
1635	7
1636	7
1637	6
1638	7
1639	1
1640	7
1641	7
1642	4
1643	7
1644	0
1645	7
1646	0
1647	0
1648	0
1649	7
1650	0
1651	5
1652	7
1653	7
1654	3
1655	7
1656	7
1657	0
1658	7
1659	4
1660	4
1661	6
1662	7
1663	4
1664	0
1665	6
1666	7
1667	7
1668	4
1669	0
1670	7
1671	4
1672	0
1673	0
1674	7
1675	7
1676	7
1677	6
1678	7
1679	0
1680	0
1681	7
1682	4
1683	0
1684	1
1685	0
1686	4
1687	7
1688	3
1689	7
1690	0
1691	7
1692	3
1693	4
1694	6
1695	6
1696	7
1697	1
1698	0
1699	0
1700	0
1701	4
1702	0
1703	0
1704	7
1705	5
1706	7
1707	0
1708	2
1709	7
1710	7
1711	0
1712	0
1713	7
1714	0
1715	4
1716	0
1717	3
1718	2
1719	7
1720	3
1721	7
1722	3
1723	0
1724	7
1725	3
1726	4
1727	0
1728	7
1729	0
1730	1
1731	0
1732	0
1733	0
1734	0
1735	0
1736	0
1737	0
1738	0
1739	0
1740	5
1741	5
1742	5
1743	0
1744	3
1745	0
1746	0
1747	0
1748	0
1749	4
1750	0
1751	4
1752	0
1753	7
1754	0
1755	0
1756	0
1757	7
1758	0
1759	0
1760	7
1761	7
1762	7
1763	6
1764	7
1765	6
1766	4
1767	4
1768	1
1769	0
1770	0
1771	0
1772	0
1773	1
1774	6
1775	3
1776	7
1777	5
1778	4
1779	4
1780	0
1781	7
1782	0
1783	0
1784	4
1785	7
1786	3
1787	7
1788	0
1789	0
1790	0
1791	5
1792	6
1793	6
1794	7
1795	7
1796	7
1797	7
1798	7
1799	7
1800	7
1801	7
1802	5
1803	3
1804	6
1805	0
1806	7
1807	6
1808	7
1809	7
1810	2
1811	0
1812	4
1813	3
1814	1
1815	7
1816	5
1817	5
1818	0
1819	2
1820	0
1821	7
1822	3
1823	4
1824	0
1825	2
1826	4
1827	7
1828	4
1829	5
1830	0
1831	5
1832	1
1833	6
1834	7
1835	6
1836	1
1837	5
1838	7
1839	7
1840	4
1841	7
1842	7
1843	6
1844	7
1845	7
1846	7
1847	7
1848	7
1849	2
1850	7
1851	7
1852	4
1853	7
1854	7
1855	7
1856	7
1857	7
1858	7
1859	7
1860	7
1861	7
1862	6
1863	7
1864	5
1865	1
1866	5
1867	4
1868	7
1869	6
1870	2
1871	6
1872	7
1873	4
1874	0
1875	1
1876	7
1877	7
1878	7
1879	7
1880	6
1881	4
1882	7
1883	7
1884	7
1885	7
1886	7
1887	7
1888	4
1889	5
1890	0
1891	2
1892	2
1893	7
1894	2
1895	3
1896	7
1897	7
1898	7
1899	2
1900	7
1901	0
1902	4
1903	0
1904	0
1905	7
1906	0
1907	7
1908	0
1909	0
1910	7
1911	5
1912	7
1913	7
1914	0
1915	7
1916	7
1917	7
1918	7
1919	7
1920	0
1921	7
1922	7
1923	7
1924	7
1925	7
1926	7
1927	7
1928	6
1929	7
1930	2
1931	7
1932	7
1933	0
1934	0
1935	0
1936	7
1937	6
1938	6
1939	4
1940	7
1941	7
1942	5
1943	0
1944	0
1945	1
1946	7
1947	7
1948	7
1949	0
1950	7
1951	0
1952	7
1953	0
1954	4
1955	5
1956	3
1957	7
1958	6
1959	6
1960	6
1961	7
1962	7
1963	7
1964	4
1965	7
1966	6
1967	7
1968	7
1969	7
1970	3
1971	7
1972	7
1973	6
1974	7
1975	6
1976	7
1977	7
1978	7
1979	7
1980	7
1981	7
1982	6
1983	4
1984	7
1985	6
1986	6
1987	0
1988	5
1989	7
1990	7
1991	0
1992	0
1993	2
1994	3
1995	0
1996	0
1997	2
1998	7
1999	7
2000	1
2001	7
2002	7
2003	0
2004	0
2005	7
2006	7
2007	4
2008	7
2009	7
2010	5
2011	7
2012	0
2013	7
2014	7
2015	7
2016	7
2017	0
2018	4
2019	4
2020	7
2021	7
2022	7
2023	7
2024	0
2025	7
2026	7
2027	0
2028	7
2029	7
2030	7
2031	7
2032	0
2033	7
2034	0
2035	0
2036	1
2037	0
2038	7
2039	5
2040	1
2041	7
2042	0
2043	7
2044	7
2045	3
2046	7
2047	7
2048	7
2049	0
2050	1
2051	0
2052	7
2053	7
2054	6
2055	4
2056	7
2057	0
2058	0
2059	0
2060	7
2061	7
2062	5
2063	3
2064	0
2065	1
2066	4
2067	7
2068	0
2069	6
2070	7
2071	0
2072	3
2073	7
2074	0
2075	7
2076	0
2077	0
2078	4
2079	4
2080	6
2081	0
2082	7
2083	0
2084	7
2085	7
2086	7
2087	0
2088	0
2089	2
2090	3
2091	3
2092	7
2093	7
2094	0
2095	7
2096	7
2097	7
2098	0
2099	2
2100	7
2101	7
2102	7
2103	7
2104	6
2105	7
2106	7
2107	4
2108	7
2109	7
2110	0
2111	7
2112	7
2113	7
2114	7
2115	7
2116	0
2117	7
2118	7
2119	7
2120	7
2121	7
2122	7
2123	7
2124	7
2125	7
2126	7
2127	7
2128	7
2129	2
2130	7
2131	5
2132	7
2133	0
2134	7
2135	7
2136	0
2137	0
2138	0
2139	1
2140	7
2141	7
2142	7
2143	2
2144	0
2145	6
2146	7
2147	0
2148	0
2149	0
2150	7
2151	0
2152	2
2153	5
2154	7
2155	0
2156	1
2157	6
2158	0
2159	5
2160	0
2161	7
2162	2
2163	7
2164	2
2165	0
2166	4
2167	2
2168	5
2169	4
2170	7
2171	7
2172	7
2173	0
2174	7
2175	7
2176	0
2177	0
2178	4
2179	5
2180	7
2181	7
2182	0
2183	5
2184	0
2185	7
2186	7
2187	7
2188	7
2189	7
2190	0
2191	1
2192	6
2193	7
2194	6
2195	7
2196	0
2197	7
2198	7
2199	7
2200	7
2201	7
2202	1
2203	7
2204	7
2205	7
2206	7
2207	0
2208	0
2209	3
2210	2
2211	2
2212	5
2213	7
2214	0
2215	0
2216	7
2217	6
2218	7
2219	7
2220	7
2221	7
2222	7
2223	0
2224	5
2225	6
2226	5
2227	7
2228	7
2229	7
2230	7
2231	1
2232	0
2233	6
2234	4
2235	7
2236	7
2237	7
2238	7
2239	7
2240	4
2241	6
2242	6
2243	7
2244	4
2245	1
2246	1
2247	7
2248	0
2249	5
2250	7
2251	7
2252	0
2253	0
2254	5
2255	0
2256	7
2257	0
2258	7
2259	3
2260	6
2261	7
2262	0
2263	0
2264	6
2265	0
2266	0
2267	0
2268	0
2269	0
2270	7
2271	6
2272	0
2273	4
2274	0
2275	0
2276	0
2277	7
2278	0
2279	0
2280	6
2281	5
2282	4
2283	0
2284	0
2285	0
2286	7
2287	0
2288	6
2289	7
2290	6
2291	7
2292	7
2293	0
2294	5
2295	0
2296	3
2297	3
2298	0
2299	4
2300	6
2301	6
